TRE_CN,STATECD,REGIONAL_DRYBIOT,REGIONAL_DRYBIOM,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,REGIONAL_DRYBIOSL
249684188010854,72,179.946181,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683896010854,72,156.409772,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683578010854,72,174.836323,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683645010854,72,187.149043,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683895010854,72,75.879593,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683894010854,72,166.457554,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683893010854,72,130.242071,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683644010854,72,309.449821,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683789010854,72,749.376329,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:49,126144,
249683640010854,72,1047.097309,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684061010854,72,152.058313,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683700010854,72,494.997583,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:49,126144,
249683699010854,72,339.365792,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683788010854,72,5.855041,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683866010854,72,2.962897,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683865010854,72,2.544888,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
254352963010854,72,1.681218,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683606010854,72,3.099819,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683698010854,72,4.461171,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684060010854,72,16.331303,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684059010854,72,40.743016,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683864010854,72,16.331303,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684058010854,72,6.008208,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684057010854,72,10.113781,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684131010854,72,19.167117,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
254352962010854,72,149.606983,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684130010854,72,151.7084,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683925010854,72,163.966072,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684129010854,72,114.802082,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684128010854,72,156.335104,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683697010854,72,108.610489,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684127010854,72,284.619432,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684097010854,72,118.37772,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684096010854,72,57.645902,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684095010854,72,73.577265,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684094010854,72,84.155639,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684093010854,72,81.691475,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684092010854,72,138.726603,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684154010854,72,4.713627,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683881010854,72,8.840873,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683880010854,72,4.985688,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683863010854,72,5.787284,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683879010854,72,57.77502,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684153010854,72,24.589258,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683878010854,72,5.787284,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684152010854,72,45.725083,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684151010854,72,33.023776,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684146010854,72,23.971652,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684149010854,72,14.708673,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684148010854,72,17.34407,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684147010854,72,19.05907,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683877010854,72,17.34407,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684145010854,72,20.132642,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684144010854,72,20.651339,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683876010854,72,16.006799,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684143010854,72,16.015469,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683463010854,72,877.368062,,JTURNER02,2011-09-29 10:50:46,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249684142010854,72,5.787284,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684141010854,72,7.800411,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684140010854,72,7.800411,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684187010854,72,6.983176,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683732010854,72,32.660048,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684171010854,72,11.434356,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249684170010854,72,152.94366,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683800010854,72,493.103753,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683664010854,72,185.047465,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
254352968010854,72,195.4819,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683425010854,72,179.070809,,JTURNER02,2011-09-29 10:50:47,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249683605010854,72,4.736586,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683738010854,72,1.402743,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683862010854,72,2.19226,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683604010854,72,16.275085,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683603010854,72,28.173675,,JTURNER02,2011-09-29 10:50:47,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683861010854,72,6.008208,,JTURNER02,2011-09-29 10:50:48,20004,JTURNER02,2016-06-16 08:42:25,489998,
249683860010854,72,5.135702,,JTURNER02,2011-09-29 10:50:48,20004,JTURNER02,2016-06-16 08:42:25,489998,
249692067010854,72,181.826264,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692070010854,72,129.989147,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692069010854,72,233.343985,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692068010854,72,44.337619,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693328010854,72,526.180667,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692066010854,72,118.424147,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692065010854,72,378.499776,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692064010854,72,111.918094,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693329010854,72,0.726105,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693330010854,72,2.314439,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693331010854,72,4.461171,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693332010854,72,15.204957,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692582010854,72,33.521985,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692485010854,72,2.451811,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692063010854,72,9.150481,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692486010854,72,12.976564,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692487010854,72,11.549854,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692062010854,72,65.4896,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692061010854,72,4.154658,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693333010854,72,164.63399,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692473010854,72,148.973232,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693334010854,72,312.623377,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693335010854,72,494.489663,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692060010854,72,349.182278,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691286010854,72,363.647702,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693336010854,72,306.899864,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692200010854,72,43.286941,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692199010854,72,68.601204,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692399010854,72,10.039303,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692398010854,72,97.355969,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692583010854,72,177.777251,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692584010854,72,132.127673,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692585010854,72,348.146404,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692586010854,72,141.049754,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692587010854,72,212.009387,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692588010854,72,226.098467,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692589010854,72,138.242301,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692590010854,72,31.725134,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693337010854,72,5.637103,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692035010854,72,14.186783,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693338010854,72,8.922599,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693339010854,72,63.68249,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693340010854,72,42.747975,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692591010854,72,25.826934,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692592010854,72,8.405678,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692593010854,72,123.110501,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692594010854,72,125.051303,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692595010854,72,145.942222,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692596010854,72,18.309583,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691401010854,72,6.228707,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691400010854,72,6.595073,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691399010854,72,10.885526,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691398010854,72,11.341414,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692597010854,72,29.59271,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692598010854,72,57.77502,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693341010854,72,89.138874,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692059010854,72,238.378335,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693342010854,72,186.322436,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693343010854,72,134.130516,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693344010854,72,31.676755,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691724010854,72,16.799047,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691723010854,72,8.922599,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693345010854,72,9.649119,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693346010854,72,4.985688,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693347010854,72,50.326873,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691285010854,72,95.643559,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691284010854,72,143.041534,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692343010854,72,237.014558,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691283010854,72,141.847164,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691282010854,72,126.546499,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692599010854,72,116.418496,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692367010854,72,22.249645,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692366010854,72,36.73011,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692127010854,72,8.840873,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692126010854,72,6.132644,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693348010854,72,899.668511,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:49,126144,
249691117010854,72,651.280698,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693349010854,72,492.615248,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693350010854,72,450.481349,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691092010854,72,271.421179,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692600010854,72,860.109536,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691281010854,72,450.481349,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693351010854,72,425.56116,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693352010854,72,388.428286,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693353010854,72,557.63927,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691722010854,72,6.228707,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692601010854,72,30.988367,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691116010854,72,104.880817,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691115010854,72,191.449425,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692038010854,72,144.264855,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692037010854,72,420.004491,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691091010854,72,221.698278,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693354010854,72,351.334815,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692602010854,72,1485.007826,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:49,126144,
249692603010854,72,181.453488,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691730010854,72,7.026833,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691729010854,72,16.784075,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691721010854,72,33.539949,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692058010854,72,41.622732,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691594010854,72,6.149626,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691728010854,72,40.314772,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693355010854,72,454.807258,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693356010854,72,177.120698,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691679010854,72,128.98562,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692472010854,72,281.037259,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693357010854,72,529.931745,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693358010854,72,378.207456,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693359010854,72,1490.36803,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:49,126144,
249693360010854,72,939.591233,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:49,126144,
249691678010854,72,11.082918,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692488010854,72,20.534143,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692489010854,72,57.61123,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692490010854,72,7.416433,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691292010854,72,217.01572,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692604010854,72,4.985688,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692605010854,72,16.490303,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691397010854,72,7.927229,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691396010854,72,9.694012,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691395010854,72,4.68313,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692606010854,72,3.958749,,JTURNER02,2011-09-29 11:13:26,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692365010854,72,171.718165,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692364010854,72,177.719608,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692363010854,72,156.692286,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692342010854,72,184.126302,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692341010854,72,164.652982,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692607010854,72,281.154339,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692608010854,72,423.822587,,JTURNER02,2011-09-29 11:13:26,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692609010854,72,183.070578,,JTURNER02,2011-09-29 11:13:27,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692362010854,72,139.420311,,JTURNER02,2011-09-29 11:13:27,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691090010854,72,188.472122,,JTURNER02,2011-09-29 11:13:27,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249692361010854,72,40.990224,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692360010854,72,120.173291,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692397010854,72,41.629376,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691394010854,72,5.864835,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691393010854,72,11.595908,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691392010854,72,11.595908,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692471010854,72,235.800247,,JTURNER02,2011-09-29 11:13:27,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693361010854,72,253.03782,,JTURNER02,2011-09-29 11:13:27,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691114010854,72,155.40834,,JTURNER02,2011-09-29 11:13:27,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691280010854,72,179.18457,,JTURNER02,2011-09-29 11:13:27,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691391010854,72,10.936172,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692359010854,72,18.194649,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692358010854,72,23.036815,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692357010854,72,68.362646,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249691279010854,72,16.784075,,JTURNER02,2011-09-29 11:13:27,20004,JTURNER02,2016-06-16 08:42:31,489998,
249693315010854,72,2.78324,,JTURNER02,2011-09-29 11:13:25,20004,JTURNER02,2016-06-16 08:42:31,489998,
249692610010854,72,184.126302,,JTURNER02,2011-09-29 11:13:27,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249691452010854,72,278.058304,,JTURNER02,2011-09-29 11:13:40,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693035010854,72,139.83554,,JTURNER02,2011-09-29 11:13:40,20004,JASONMEADE,2019-03-06 13:09:28,126144,
249693036010854,72,314.525976,,JTURNER02,2011-09-29 11:13:40,20004,JASONMEADE,2019-03-06 13:09:28,126144,
